image-id,vehicle-id,color,attribute,seed,conditioning-scale
119,1,white,modern,1019,0.2
120,1,white,modern,1020,0.2
121,1,white,modern,1021,0.2
122,1,white,modern,1022,0.2
123,1,white,modern,1023,0.2
124,1,white,modern,1024,0.2
125,1,white,modern,1025,0.2
126,1,white,modern,1026,0.2
127,1,white,modern,1027,0.2
128,1,white,modern,1028,0.2
129,1,white,modern,1029,0.2
130,1,white,modern,1030,0.2
131,1,white,modern,1031,0.2
132,1,white,modern,1032,0.2
133,1,white,modern,1033,0.2
134,1,white,modern,1034,0.2
135,1,white,modern,1035,0.2
136,1,white,modern,1036,0.2
137,1,white,modern,1037,0.2
138,1,white,modern,1038,0.2
139,1,white,modern,1039,0.2
140,1,white,modern,1040,0.2
141,1,white,modern,1041,0.2
142,1,white,modern,1042,0.2
143,1,white,modern,1043,0.2
144,1,white,modern,1044,0.2
145,1,white,modern,1045,0.2
146,1,white,modern,1046,0.2
147,1,white,modern,1047,0.2
148,1,white,modern,1048,0.2
149,1,white,modern,1049,0.2
150,1,white,modern,1050,0.2
151,1,white,modern,1051,0.2
152,1,white,modern,1052,0.2
153,1,white,modern,1053,0.2
154,1,white,modern,1054,0.2
155,1,white,modern,1055,0.2
156,1,white,modern,1056,0.2
157,1,white,modern,1057,0.2
158,1,white,modern,1058,0.2
159,1,white,modern,1059,0.2
160,1,white,modern,1060,0.2
161,1,white,modern,1061,0.2
162,1,white,modern,1062,0.2
163,1,white,modern,1063,0.2
164,1,white,modern,1064,0.2
165,1,white,modern,1065,0.2
166,1,white,modern,1066,0.2
167,1,white,modern,1067,0.2
168,1,white,modern,1068,0.2
169,1,white,modern,1069,0.2
170,1,white,modern,1070,0.2
171,1,white,modern,1071,0.2
172,1,white,modern,1072,0.2
173,1,white,modern,1073,0.2
174,1,white,modern,1074,0.2
175,1,white,modern,1075,0.2
176,1,white,modern,1076,0.2
177,1,white,modern,1077,0.2
178,1,white,modern,1078,0.2
179,1,white,modern,1079,0.2
180,1,white,modern,1080,0.2
181,1,white,modern,1081,0.2
182,1,white,modern,1082,0.2
183,1,white,modern,1083,0.2
184,1,white,modern,1084,0.2
185,1,white,modern,1085,0.2
186,1,white,modern,1086,0.2
187,1,white,modern,1087,0.2
188,1,white,modern,1088,0.2
189,1,white,modern,1089,0.2
190,1,white,modern,1000,1.0
191,1,white,modern,1001,1.0
192,1,white,modern,1002,1.0
193,1,white,modern,1003,1.0
194,1,white,modern,1004,1.0
195,1,white,modern,1005,1.0
196,1,white,modern,1006,1.0
197,1,white,modern,1007,1.0
198,1,white,modern,1008,1.0
199,1,white,modern,1009,1.0
200,2,white,modern,1000,0.2
201,2,white,modern,1001,0.2
202,2,white,modern,1002,0.2
203,2,white,modern,1003,0.2
204,2,white,modern,1004,0.2
205,2,white,modern,1005,0.2
206,2,white,modern,1006,0.2
207,2,white,modern,1007,0.2
208,2,white,modern,1008,0.2
209,2,white,modern,1009,0.2
210,2,white,modern,1010,0.2
211,2,white,modern,1011,0.2
212,2,white,modern,1012,0.2
213,2,white,modern,1013,0.2
214,2,white,modern,1014,0.2
215,2,white,modern,1015,0.2
216,2,white,modern,1016,0.2
217,2,white,modern,1017,0.2
218,2,white,modern,1018,0.2
219,2,white,modern,1019,0.2
220,2,white,modern,1020,0.2
221,2,white,modern,1021,0.2
222,2,white,modern,1022,0.2
223,2,white,modern,1023,0.2
224,2,white,modern,1024,0.2
225,2,white,modern,1025,0.2
226,2,white,modern,1026,0.2
227,2,white,modern,1027,0.2
228,2,white,modern,1028,0.2
229,2,white,modern,1029,0.2
230,2,white,modern,1030,0.2
231,2,white,modern,1031,0.2
232,2,white,modern,1032,0.2
233,2,white,modern,1033,0.2
234,2,white,modern,1034,0.2
235,2,white,modern,1035,0.2
236,2,white,modern,1036,0.2
237,2,white,modern,1037,0.2
238,2,white,modern,1038,0.2
239,2,white,modern,1039,0.2
240,2,white,modern,1040,0.2
241,2,white,modern,1041,0.2
242,2,white,modern,1042,0.2
243,2,white,modern,1043,0.2
244,2,white,modern,1044,0.2
245,2,white,modern,1045,0.2
246,2,white,modern,1046,0.2
247,2,white,modern,1047,0.2
248,2,white,modern,1048,0.2
249,2,white,modern,1049,0.2
250,2,white,modern,1050,0.2
251,2,white,modern,1051,0.2
252,2,white,modern,1052,0.2
253,2,white,modern,1053,0.2
254,2,white,modern,1054,0.2
255,2,white,modern,1055,0.2
256,2,white,modern,1056,0.2
257,2,white,modern,1057,0.2
258,2,white,modern,1058,0.2
259,2,white,modern,1059,0.2
260,2,white,modern,1060,0.2
261,2,white,modern,1061,0.2
262,2,white,modern,1062,0.2
263,2,white,modern,1063,0.2
264,2,white,modern,1064,0.2
265,2,white,modern,1065,0.2
266,2,white,modern,1066,0.2
267,2,white,modern,1067,0.2
268,2,white,modern,1068,0.2
269,2,white,modern,1069,0.2
270,2,white,modern,1070,0.2
271,2,white,modern,1071,0.2
272,2,white,modern,1072,0.2
273,2,white,modern,1073,0.2
274,2,white,modern,1074,0.2
275,2,white,modern,1075,0.2
276,2,white,modern,1076,0.2
277,2,white,modern,1077,0.2
278,2,white,modern,1078,0.2
279,2,white,modern,1079,0.2
280,2,white,modern,1080,0.2
281,2,white,modern,1081,0.2
282,2,white,modern,1082,0.2
283,2,white,modern,1083,0.2
284,2,white,modern,1084,0.2
285,2,white,modern,1085,0.2
286,2,white,modern,1086,0.2
287,2,white,modern,1087,0.2
288,2,white,modern,1088,0.2
289,2,white,modern,1089,0.2
290,2,white,modern,1000,1.0
291,2,white,modern,1001,1.0
292,2,white,modern,1002,1.0
293,2,white,modern,1003,1.0
294,2,white,modern,1004,1.0
295,2,white,modern,1005,1.0
296,2,white,modern,1006,1.0
297,2,white,modern,1007,1.0
298,2,white,modern,1008,1.0
299,2,white,modern,1009,1.0
300,3,white,modern,1000,0.2
301,3,white,modern,1001,0.2
302,3,white,modern,1002,0.2
303,3,white,modern,1003,0.2
304,3,white,modern,1004,0.2
305,3,white,modern,1005,0.2
306,3,white,modern,1006,0.2
307,3,white,modern,1007,0.2
308,3,white,modern,1008,0.2
309,3,white,modern,1009,0.2
310,3,white,modern,1010,0.2
311,3,white,modern,1011,0.2
312,3,white,modern,1012,0.2
313,3,white,modern,1013,0.2
314,3,white,modern,1014,0.2
315,3,white,modern,1015,0.2
316,3,white,modern,1016,0.2
317,3,white,modern,1017,0.2
318,3,white,modern,1018,0.2
319,3,white,modern,1019,0.2
320,3,white,modern,1020,0.2
321,3,white,modern,1021,0.2
322,3,white,modern,1022,0.2
323,3,white,modern,1023,0.2
324,3,white,modern,1024,0.2
325,3,white,modern,1025,0.2
326,3,white,modern,1026,0.2
327,3,white,modern,1027,0.2
328,3,white,modern,1028,0.2
329,3,white,modern,1029,0.2
330,3,white,modern,1030,0.2
331,3,white,modern,1031,0.2
332,3,white,modern,1032,0.2
333,3,white,modern,1033,0.2
334,3,white,modern,1034,0.2
335,3,white,modern,1035,0.2
336,3,white,modern,1036,0.2
337,3,white,modern,1037,0.2
338,3,white,modern,1038,0.2
339,3,white,modern,1039,0.2
340,3,white,modern,1040,0.2
341,3,white,modern,1041,0.2
342,3,white,modern,1042,0.2
343,3,white,modern,1043,0.2
344,3,white,modern,1044,0.2
345,3,white,modern,1045,0.2
346,3,white,modern,1046,0.2
347,3,white,modern,1047,0.2
348,3,white,modern,1048,0.2
349,3,white,modern,1049,0.2
350,3,white,modern,1050,0.2
351,3,white,modern,1051,0.2
352,3,white,modern,1052,0.2
353,3,white,modern,1053,0.2
354,3,white,modern,1054,0.2
355,3,white,modern,1055,0.2
356,3,white,modern,1056,0.2
357,3,white,modern,1057,0.2
358,3,white,modern,1058,0.2
359,3,white,modern,1059,0.2
360,3,white,modern,1060,0.2
361,3,white,modern,1061,0.2
362,3,white,modern,1062,0.2
363,3,white,modern,1063,0.2
364,3,white,modern,1064,0.2
365,3,white,modern,1065,0.2
366,3,white,modern,1066,0.2
367,3,white,modern,1067,0.2
368,3,white,modern,1068,0.2
369,3,white,modern,1069,0.2
370,3,white,modern,1070,0.2
371,3,white,modern,1071,0.2
372,3,white,modern,1072,0.2
373,3,white,modern,1073,0.2
374,3,white,modern,1074,0.2
375,3,white,modern,1075,0.2
376,3,white,modern,1076,0.2
377,3,white,modern,1077,0.2
378,3,white,modern,1078,0.2
379,3,white,modern,1079,0.2
380,3,white,modern,1080,0.2
381,3,white,modern,1081,0.2
382,3,white,modern,1082,0.2
383,3,white,modern,1083,0.2
384,3,white,modern,1084,0.2
385,3,white,modern,1085,0.2
386,3,white,modern,1086,0.2
387,3,white,modern,1087,0.2
388,3,white,modern,1088,0.2
389,3,white,modern,1089,0.2
390,3,white,modern,1000,1.0
391,3,white,modern,1001,1.0
392,3,white,modern,1002,1.0
393,3,white,modern,1003,1.0
394,3,white,modern,1004,1.0
395,3,white,modern,1005,1.0
396,3,white,modern,1006,1.0
397,3,white,modern,1007,1.0
398,3,white,modern,1008,1.0
399,3,white,modern,1009,1.0
400,4,white,modern,1000,0.2
401,4,white,modern,1001,0.2
402,4,white,modern,1002,0.2
403,4,white,modern,1003,0.2
404,4,white,modern,1004,0.2
405,4,white,modern,1005,0.2
406,4,white,modern,1006,0.2
407,4,white,modern,1007,0.2
408,4,white,modern,1008,0.2
409,4,white,modern,1009,0.2
410,4,white,modern,1010,0.2
411,4,white,modern,1011,0.2
412,4,white,modern,1012,0.2
413,4,white,modern,1013,0.2
414,4,white,modern,1014,0.2
415,4,white,modern,1015,0.2
416,4,white,modern,1016,0.2
417,4,white,modern,1017,0.2
418,4,white,modern,1018,0.2
419,4,white,modern,1019,0.2
420,4,white,modern,1020,0.2
421,4,white,modern,1021,0.2
422,4,white,modern,1022,0.2
423,4,white,modern,1023,0.2
424,4,white,modern,1024,0.2
425,4,white,modern,1025,0.2
426,4,white,modern,1026,0.2
427,4,white,modern,1027,0.2
428,4,white,modern,1028,0.2
429,4,white,modern,1029,0.2
430,4,white,modern,1030,0.2
431,4,white,modern,1031,0.2
432,4,white,modern,1032,0.2
433,4,white,modern,1033,0.2
434,4,white,modern,1034,0.2
435,4,white,modern,1035,0.2
436,4,white,modern,1036,0.2
437,4,white,modern,1037,0.2
438,4,white,modern,1038,0.2
439,4,white,modern,1039,0.2
440,4,white,modern,1040,0.2
441,4,white,modern,1041,0.2
442,4,white,modern,1042,0.2
443,4,white,modern,1043,0.2
444,4,white,modern,1044,0.2
445,4,white,modern,1045,0.2
446,4,white,modern,1046,0.2
447,4,white,modern,1047,0.2
448,4,white,modern,1048,0.2
449,4,white,modern,1049,0.2
450,4,white,modern,1050,0.2
451,4,white,modern,1051,0.2
452,4,white,modern,1052,0.2
453,4,white,modern,1053,0.2
454,4,white,modern,1054,0.2
455,4,white,modern,1055,0.2
456,4,white,modern,1056,0.2
457,4,white,modern,1057,0.2
458,4,white,modern,1058,0.2
459,4,white,modern,1059,0.2
460,4,white,modern,1060,0.2
461,4,white,modern,1061,0.2
462,4,white,modern,1062,0.2
463,4,white,modern,1063,0.2
464,4,white,modern,1064,0.2
465,4,white,modern,1065,0.2
466,4,white,modern,1066,0.2
467,4,white,modern,1067,0.2
468,4,white,modern,1068,0.2
469,4,white,modern,1069,0.2
470,4,white,modern,1070,0.2
471,4,white,modern,1071,0.2
472,4,white,modern,1072,0.2
473,4,white,modern,1073,0.2
474,4,white,modern,1074,0.2
475,4,white,modern,1075,0.2
476,4,white,modern,1076,0.2
477,4,white,modern,1077,0.2
478,4,white,modern,1078,0.2
479,4,white,modern,1079,0.2
480,4,white,modern,1080,0.2
481,4,white,modern,1081,0.2
482,4,white,modern,1082,0.2
483,4,white,modern,1083,0.2
484,4,white,modern,1084,0.2
485,4,white,modern,1085,0.2
486,4,white,modern,1086,0.2
487,4,white,modern,1087,0.2
488,4,white,modern,1088,0.2
489,4,white,modern,1089,0.2
490,4,white,modern,1000,1.0
491,4,white,modern,1001,1.0
492,4,white,modern,1002,1.0
493,4,white,modern,1003,1.0
494,4,white,modern,1004,1.0
495,4,white,modern,1005,1.0
496,4,white,modern,1006,1.0
497,4,white,modern,1007,1.0
498,4,white,modern,1008,1.0
499,4,white,modern,1009,1.0
500,5,white,modern,1000,0.2
501,5,white,modern,1001,0.2
502,5,white,modern,1002,0.2
503,5,white,modern,1003,0.2
504,5,white,modern,1004,0.2
505,5,white,modern,1005,0.2
506,5,white,modern,1006,0.2
507,5,white,modern,1007,0.2
508,5,white,modern,1008,0.2
509,5,white,modern,1009,0.2
510,5,white,modern,1010,0.2
511,5,white,modern,1011,0.2
512,5,white,modern,1012,0.2
513,5,white,modern,1013,0.2
514,5,white,modern,1014,0.2
515,5,white,modern,1015,0.2
516,5,white,modern,1016,0.2
517,5,white,modern,1017,0.2
518,5,white,modern,1018,0.2
519,5,white,modern,1019,0.2
520,5,white,modern,1020,0.2
521,5,white,modern,1021,0.2
522,5,white,modern,1022,0.2
523,5,white,modern,1023,0.2
524,5,white,modern,1024,0.2
525,5,white,modern,1025,0.2
526,5,white,modern,1026,0.2
527,5,white,modern,1027,0.2
528,5,white,modern,1028,0.2
529,5,white,modern,1029,0.2
530,5,white,modern,1030,0.2
531,5,white,modern,1031,0.2
532,5,white,modern,1032,0.2
533,5,white,modern,1033,0.2
534,5,white,modern,1034,0.2
535,5,white,modern,1035,0.2
536,5,white,modern,1036,0.2
537,5,white,modern,1037,0.2
538,5,white,modern,1038,0.2
539,5,white,modern,1039,0.2
540,5,white,modern,1040,0.2
541,5,white,modern,1041,0.2
542,5,white,modern,1042,0.2
543,5,white,modern,1043,0.2
544,5,white,modern,1044,0.2
545,5,white,modern,1045,0.2
546,5,white,modern,1046,0.2
547,5,white,modern,1047,0.2
548,5,white,modern,1048,0.2
549,5,white,modern,1049,0.2
550,5,white,modern,1050,0.2
551,5,white,modern,1051,0.2
552,5,white,modern,1052,0.2
553,5,white,modern,1053,0.2
554,5,white,modern,1054,0.2
555,5,white,modern,1055,0.2
556,5,white,modern,1056,0.2
557,5,white,modern,1057,0.2
558,5,white,modern,1058,0.2
559,5,white,modern,1059,0.2
560,5,white,modern,1060,0.2
561,5,white,modern,1061,0.2
562,5,white,modern,1062,0.2
563,5,white,modern,1063,0.2
564,5,white,modern,1064,0.2
565,5,white,modern,1065,0.2
566,5,white,modern,1066,0.2
567,5,white,modern,1067,0.2
568,5,white,modern,1068,0.2
569,5,white,modern,1069,0.2
570,5,white,modern,1070,0.2
571,5,white,modern,1071,0.2
572,5,white,modern,1072,0.2
573,5,white,modern,1073,0.2
574,5,white,modern,1074,0.2
575,5,white,modern,1075,0.2
576,5,white,modern,1076,0.2
577,5,white,modern,1077,0.2
578,5,white,modern,1078,0.2
579,5,white,modern,1079,0.2
580,5,white,modern,1080,0.2
581,5,white,modern,1081,0.2
582,5,white,modern,1082,0.2
583,5,white,modern,1083,0.2
584,5,white,modern,1084,0.2
585,5,white,modern,1085,0.2
586,5,white,modern,1086,0.2
587,5,white,modern,1087,0.2
588,5,white,modern,1088,0.2
589,5,white,modern,1089,0.2
590,5,white,modern,1000,1.0
591,5,white,modern,1001,1.0
592,5,white,modern,1002,1.0
593,5,white,modern,1003,1.0
594,5,white,modern,1004,1.0
595,5,white,modern,1005,1.0
596,5,white,modern,1006,1.0
597,5,white,modern,1007,1.0
598,5,white,modern,1008,1.0
599,5,white,modern,1009,1.0
600,6,white,modern,1000,0.2
601,6,white,modern,1001,0.2
602,6,white,modern,1002,0.2
603,6,white,modern,1003,0.2
604,6,white,modern,1004,0.2
605,6,white,modern,1005,0.2
606,6,white,modern,1006,0.2
607,6,white,modern,1007,0.2
608,6,white,modern,1008,0.2
609,6,white,modern,1009,0.2
610,6,white,modern,1010,0.2
611,6,white,modern,1011,0.2
612,6,white,modern,1012,0.2
613,6,white,modern,1013,0.2
614,6,white,modern,1014,0.2
615,6,white,modern,1015,0.2
616,6,white,modern,1016,0.2
617,6,white,modern,1017,0.2
618,6,white,modern,1018,0.2
619,6,white,modern,1019,0.2
620,6,white,modern,1020,0.2
621,6,white,modern,1021,0.2
622,6,white,modern,1022,0.2
623,6,white,modern,1023,0.2
624,6,white,modern,1024,0.2
625,6,white,modern,1025,0.2
626,6,white,modern,1026,0.2
627,6,white,modern,1027,0.2
628,6,white,modern,1028,0.2
629,6,white,modern,1029,0.2
630,6,white,modern,1030,0.2
631,6,white,modern,1031,0.2
632,6,white,modern,1032,0.2
633,6,white,modern,1033,0.2
634,6,white,modern,1034,0.2
635,6,white,modern,1035,0.2
636,6,white,modern,1036,0.2
637,6,white,modern,1037,0.2
638,6,white,modern,1038,0.2
639,6,white,modern,1039,0.2
640,6,white,modern,1040,0.2
641,6,white,modern,1041,0.2
642,6,white,modern,1042,0.2
643,6,white,modern,1043,0.2
644,6,white,modern,1044,0.2
645,6,white,modern,1045,0.2
646,6,white,modern,1046,0.2
647,6,white,modern,1047,0.2
648,6,white,modern,1048,0.2
649,6,white,modern,1049,0.2
650,6,white,modern,1050,0.2
651,6,white,modern,1051,0.2
652,6,white,modern,1052,0.2
653,6,white,modern,1053,0.2
654,6,white,modern,1054,0.2
655,6,white,modern,1055,0.2
656,6,white,modern,1056,0.2
657,6,white,modern,1057,0.2
658,6,white,modern,1058,0.2
659,6,white,modern,1059,0.2
660,6,white,modern,1060,0.2
661,6,white,modern,1061,0.2
662,6,white,modern,1062,0.2
663,6,white,modern,1063,0.2
664,6,white,modern,1064,0.2
665,6,white,modern,1065,0.2
666,6,white,modern,1066,0.2
667,6,white,modern,1067,0.2
668,6,white,modern,1068,0.2
669,6,white,modern,1069,0.2
670,6,white,modern,1070,0.2
671,6,white,modern,1071,0.2
672,6,white,modern,1072,0.2
673,6,white,modern,1073,0.2
674,6,white,modern,1074,0.2
675,6,white,modern,1075,0.2
676,6,white,modern,1076,0.2
677,6,white,modern,1077,0.2
678,6,white,modern,1078,0.2
679,6,white,modern,1079,0.2
680,6,white,modern,1080,0.2
681,6,white,modern,1081,0.2
682,6,white,modern,1082,0.2
683,6,white,modern,1083,0.2
684,6,white,modern,1084,0.2
685,6,white,modern,1085,0.2
686,6,white,modern,1086,0.2
687,6,white,modern,1087,0.2
688,6,white,modern,1088,0.2
689,6,white,modern,1089,0.2
690,6,white,modern,1000,1.0
691,6,white,modern,1001,1.0
692,6,white,modern,1002,1.0
693,6,white,modern,1003,1.0
694,6,white,modern,1004,1.0
695,6,white,modern,1005,1.0
696,6,white,modern,1006,1.0
697,6,white,modern,1007,1.0
698,6,white,modern,1008,1.0
699,6,white,modern,1009,1.0
700,7,white,modern,1000,0.2
701,7,white,modern,1001,0.2
702,7,white,modern,1002,0.2
703,7,white,modern,1003,0.2
704,7,white,modern,1004,0.2
705,7,white,modern,1005,0.2
706,7,white,modern,1006,0.2
707,7,white,modern,1007,0.2
708,7,white,modern,1008,0.2
709,7,white,modern,1009,0.2
710,7,white,modern,1010,0.2
711,7,white,modern,1011,0.2
712,7,white,modern,1012,0.2
713,7,white,modern,1013,0.2
714,7,white,modern,1014,0.2
715,7,white,modern,1015,0.2
716,7,white,modern,1016,0.2
717,7,white,modern,1017,0.2
718,7,white,modern,1018,0.2
719,7,white,modern,1019,0.2
720,7,white,modern,1020,0.2
721,7,white,modern,1021,0.2
722,7,white,modern,1022,0.2
723,7,white,modern,1023,0.2
724,7,white,modern,1024,0.2
725,7,white,modern,1025,0.2
726,7,white,modern,1026,0.2
727,7,white,modern,1027,0.2
728,7,white,modern,1028,0.2
729,7,white,modern,1029,0.2
730,7,white,modern,1030,0.2
731,7,white,modern,1031,0.2
732,7,white,modern,1032,0.2
733,7,white,modern,1033,0.2
734,7,white,modern,1034,0.2
735,7,white,modern,1035,0.2
736,7,white,modern,1036,0.2
737,7,white,modern,1037,0.2
738,7,white,modern,1038,0.2
739,7,white,modern,1039,0.2
740,7,white,modern,1040,0.2
741,7,white,modern,1041,0.2
742,7,white,modern,1042,0.2
743,7,white,modern,1043,0.2
744,7,white,modern,1044,0.2
745,7,white,modern,1045,0.2
746,7,white,modern,1046,0.2
747,7,white,modern,1047,0.2
748,7,white,modern,1048,0.2
749,7,white,modern,1049,0.2
750,7,white,modern,1050,0.2
751,7,white,modern,1051,0.2
752,7,white,modern,1052,0.2
753,7,white,modern,1053,0.2
754,7,white,modern,1054,0.2
755,7,white,modern,1055,0.2
756,7,white,modern,1056,0.2
757,7,white,modern,1057,0.2
758,7,white,modern,1058,0.2
759,7,white,modern,1059,0.2
760,7,white,modern,1060,0.2
761,7,white,modern,1061,0.2
762,7,white,modern,1062,0.2
763,7,white,modern,1063,0.2
764,7,white,modern,1064,0.2
765,7,white,modern,1065,0.2
766,7,white,modern,1066,0.2
767,7,white,modern,1067,0.2
768,7,white,modern,1068,0.2
769,7,white,modern,1069,0.2
770,7,white,modern,1070,0.2
771,7,white,modern,1071,0.2
772,7,white,modern,1072,0.2
773,7,white,modern,1073,0.2
774,7,white,modern,1074,0.2
775,7,white,modern,1075,0.2
776,7,white,modern,1076,0.2
777,7,white,modern,1077,0.2
778,7,white,modern,1078,0.2
779,7,white,modern,1079,0.2
780,7,white,modern,1080,0.2
781,7,white,modern,1081,0.2
782,7,white,modern,1082,0.2
783,7,white,modern,1083,0.2
784,7,white,modern,1084,0.2
785,7,white,modern,1085,0.2
786,7,white,modern,1086,0.2
787,7,white,modern,1087,0.2
788,7,white,modern,1088,0.2
789,7,white,modern,1089,0.2
790,7,white,modern,1000,1.0
791,7,white,modern,1001,1.0
792,7,white,modern,1002,1.0
793,7,white,modern,1003,1.0
794,7,white,modern,1004,1.0
795,7,white,modern,1005,1.0
796,7,white,modern,1006,1.0
797,7,white,modern,1007,1.0
798,7,white,modern,1008,1.0
799,7,white,modern,1009,1.0
800,8,white,modern,1000,0.2
801,8,white,modern,1001,0.2
802,8,white,modern,1002,0.2
803,8,white,modern,1003,0.2
804,8,white,modern,1004,0.2
805,8,white,modern,1005,0.2
806,8,white,modern,1006,0.2
807,8,white,modern,1007,0.2
808,8,white,modern,1008,0.2
809,8,white,modern,1009,0.2
810,8,white,modern,1010,0.2
811,8,white,modern,1011,0.2
812,8,white,modern,1012,0.2
813,8,white,modern,1013,0.2
814,8,white,modern,1014,0.2
815,8,white,modern,1015,0.2
816,8,white,modern,1016,0.2
817,8,white,modern,1017,0.2
818,8,white,modern,1018,0.2
819,8,white,modern,1019,0.2
820,8,white,modern,1020,0.2
821,8,white,modern,1021,0.2
822,8,white,modern,1022,0.2
823,8,white,modern,1023,0.2
824,8,white,modern,1024,0.2
825,8,white,modern,1025,0.2
826,8,white,modern,1026,0.2
827,8,white,modern,1027,0.2
828,8,white,modern,1028,0.2
829,8,white,modern,1029,0.2
830,8,white,modern,1030,0.2
831,8,white,modern,1031,0.2
832,8,white,modern,1032,0.2
833,8,white,modern,1033,0.2
834,8,white,modern,1034,0.2
835,8,white,modern,1035,0.2
836,8,white,modern,1036,0.2
837,8,white,modern,1037,0.2
838,8,white,modern,1038,0.2
839,8,white,modern,1039,0.2
840,8,white,modern,1040,0.2
841,8,white,modern,1041,0.2
842,8,white,modern,1042,0.2
843,8,white,modern,1043,0.2
844,8,white,modern,1044,0.2
845,8,white,modern,1045,0.2
846,8,white,modern,1046,0.2
847,8,white,modern,1047,0.2
848,8,white,modern,1048,0.2
849,8,white,modern,1049,0.2
850,8,white,modern,1050,0.2
851,8,white,modern,1051,0.2
852,8,white,modern,1052,0.2
853,8,white,modern,1053,0.2
854,8,white,modern,1054,0.2
855,8,white,modern,1055,0.2
856,8,white,modern,1056,0.2
857,8,white,modern,1057,0.2
858,8,white,modern,1058,0.2
859,8,white,modern,1059,0.2
860,8,white,modern,1060,0.2
861,8,white,modern,1061,0.2
862,8,white,modern,1062,0.2
863,8,white,modern,1063,0.2
864,8,white,modern,1064,0.2
865,8,white,modern,1065,0.2
866,8,white,modern,1066,0.2
867,8,white,modern,1067,0.2
868,8,white,modern,1068,0.2
869,8,white,modern,1069,0.2
870,8,white,modern,1070,0.2
